row,column,value
15,31,-0.0522278
15,32,-0.0535061
15,33,-0.0546616
15,34,-0.0556898
15,35,-0.0565867
15,36,-0.0573487
15,37,-0.0579726
15,38,-0.0584559
15,39,-0.0587964
15,40,-0.0589923
15,41,-0.0590425
15,42,-0.0589462
15,43,-0.0587032
15,44,-0.0583137
15,45,-0.0577786
15,46,-0.0570993
15,47,-0.0562776
15,48,-0.0553162
15,49,-0.0542181
15,50,-0.0529872
15,51,-0.051628
15,52,-0.0501456
15,53,-0.0485458
15,54,-0.0468353
15,55,-0.0450214
15,56,-0.0431121
15,57,-0.0411163
15,58,-0.0390436
15,59,-0.0369041
15,60,-0.034709
15,61,-0.03247
15,62,-0.0301994
15,63,-0.0279101
15,64,-0.0256157
15,65,-0.0233301
15,66,-0.0210679
15,67,-0.0188437
15,68,-0.0166726
15,69,-0.0145698
15,70,-0.0125504
15,71,-0.0106298
15,72,-0.00882309
15,73,-0.0071452
15,74,-0.00561092
15,75,-0.00423477
15,76,-0.00303102
15,77,-0.00201378
15,78,-0.00119718
15,79,-0.000593914
15,80,-0.000231281
15,81,0
16,0,0
16,1,-0.000252593
16,2,-0.000646762
16,3,-0.00129866
16,4,-0.00217591
16,5,-0.0032624
16,6,-0.00454084
16,7,-0.00599443
